Dia;Mes;Año;Fecha;Tmax;Tmin;PP
20;6;2013;20/6/2013;7,4;3,4;0
21;6;2013;21/6/2013;20,4;2,4;0
22;6;2013;22/6/2013;20;1,3;0
23;6;2013;23/6/2013;16,7;1,5;0
24;6;2013;24/6/2013;9;5,8;0,5
25;6;2013;25/6/2013;9,4;7,1;0
26;6;2013;26/6/2013;17,9;1,4;0
27;6;2013;27/6/2013;20;1,9;0
28;6;2013;28/6/2013;30,7;7,1;0
29;6;2013;29/6/2013;21,3;5;0
30;6;2013;30/6/2013;20,4;3,2;0
1;7;2013;1/7/2013;19,3;4,1;0
2;7;2013;2/7/2013;20,3;3,2;0
3;7;2013;3/7/2013;24,1;4,7;0
4;7;2013;4/7/2013;22,4;4,7;0
5;7;2013;5/7/2013;23,3;8;0
6;7;2013;6/7/2013;23,4;8;0
7;7;2013;7/7/2013;17,3;8,4;1
8;7;2013;8/7/2013;13,4;6,2;0
9;7;2013;9/7/2013;18,8;7,2;0
10;7;2013;10/7/2013;20,6;5,1;0
11;7;2013;11/7/2013;24,2;6,6;0
12;7;2013;12/7/2013;16,6;12,8;0
13;7;2013;13/7/2013;22,4;9,5;0
14;7;2013;14/7/2013;22,1;4,9;0,5
15;7;2013;15/7/2013;19,1;11,2;0
16;7;2013;16/7/2013;20,9;8,9;0
17;7;2013;17/7/2013;24,9;4,6;0
18;7;2013;18/7/2013;23,1;8,3;0
19;7;2013;19/7/2013;13,2;5,8;0
20;7;2013;20/7/2013;28,2;2;0
21;7;2013;21/7/2013;8,2;1,9;0,5
22;7;2013;22/7/2013;3,4;-1,6;1,5
23;7;2013;23/7/2013;11,7;-5,8;0
24;7;2013;24/7/2013;14,7;-2,5;0
25;7;2013;25/7/2013;16;-3,3;0
26;7;2013;26/7/2013;18,4;-0,4;0
27;7;2013;27/7/2013;25,3;3,5;0
28;7;2013;28/7/2013;23,3;5,3;0
29;7;2013;29/7/2013;24,7;7,3;0
30;7;2013;30/7/2013;27;9,1;0
31;7;2013;31/7/2013;29;9,8;0
1;8;2013;1/8/2013;21;9;0
2;8;2013;2/8/2013;15,8;9,3;0
3;8;2013;3/8/2013;22,4;5,4;0
4;8;2013;4/8/2013;23,1;6,1;0
5;8;2013;5/8/2013;26,7;4,4;0
6;8;2013;6/8/2013;25,3;8;0
7;8;2013;7/8/2013;29,4;8,5;0
8;8;2013;8/8/2013;18,4;10,2;0
9;8;2013;9/8/2013;10,4;0,9;0
10;8;2013;10/8/2013;15,5;-3,6;0
11;8;2013;11/8/2013;22,4;-1,2;0
12;8;2013;12/8/2013;21,7;4,2;0
13;8;2013;13/8/2013;10,5;1,2;0
14;8;2013;14/8/2013;13,7;-2,6;0
15;8;2013;15/8/2013;17;-2;0
16;8;2013;16/8/2013;20,3;1,4;0
17;8;2013;17/8/2013;19,2;2,2;0
18;8;2013;18/8/2013;20,4;1,6;0
19;8;2013;19/8/2013;25,1;4,4;0
20;8;2013;20/8/2013;27,4;9,5;0
21;8;2013;21/8/2013;30,5;11;0
22;8;2013;22/8/2013;24,3;10,5;0
23;8;2013;23/8/2013;11,4;6,5;0
24;8;2013;24/8/2013;9,1;-1,9;0
25;8;2013;25/8/2013;12;-1,3;0
26;8;2013;26/8/2013;13,3;-2,7;0
27;8;2013;27/8/2013;19,9;-1,9;0
28;8;2013;28/8/2013;24,4;1;0
29;8;2013;29/8/2013;23,9;4;0
30;8;2013;30/8/2013;30,4;6,6;0
31;8;2013;31/8/2013;32;8,5;0
1;9;2013;1/9/2013;29;11;0
2;9;2013;2/9/2013;31;12,1;0
3;9;2013;3/9/2013;22;13,6;0
4;9;2013;4/9/2013;21,8;10,7;0
5;9;2013;5/9/2013;28,1;6,8;0
6;9;2013;6/9/2013;31,7;12,1;0
7;9;2013;7/9/2013;33,1;14,9;0
8;9;2013;8/9/2013;32,9;15,1;0
9;9;2013;9/9/2013;33,4;14,2;0
10;9;2013;10/9/2013;32,9;14;0
11;9;2013;11/9/2013;32,4;13,6;0
12;9;2013;12/9/2013;32,2;14,3;0
13;9;2013;13/9/2013;25,6;8,7;4,7
14;9;2013;14/9/2013;10,4;7,7;2,5
15;9;2013;15/9/2013;10,5;6,7;4
16;9;2013;16/9/2013;9,1;5,1;5
17;9;2013;17/9/2013;5,9;3,6;1
18;9;2013;18/9/2013;8,3;3,5;0
19;9;2013;19/9/2013;19;1,4;0
20;9;2013;20/9/2013;26,8;4,5;0
21;9;2013;21/9/2013;27,3;8,8;0
22;9;2013;22/9/2013;19,2;6,6;0
23;9;2013;23/9/2013;9,5;6,7;0
24;9;2013;24/9/2013;18,1;0,5;0
25;9;2013;25/9/2013;18,6;1,6;0
26;9;2013;26/9/2013;22,3;3,8;0
27;9;2013;27/9/2013;26,3;7,9;0
28;9;2013;28/9/2013;25,9;9,8;0
29;9;2013;29/9/2013;17,3;9,1;0
30;9;2013;30/9/2013;19;3,2;0
1;10;2013;1/10/2013;21,5;4,7;0
2;10;2013;2/10/2013;23,4;6;0
3;10;2013;3/10/2013;27,2;7,2;0
4;10;2013;4/10/2013;20,6;11,1;0
5;10;2013;5/10/2013;24,4;5,4;0
6;10;2013;6/10/2013;23,6;10,6;0
7;10;2013;7/10/2013;25,5;10;0
8;10;2013;8/10/2013;28,4;11,1;0
9;10;2013;9/10/2013;31,9;14,1;0
10;10;2013;10/10/2013;25,8;14,8;0
11;10;2013;11/10/2013;23,2;15,1;0
12;10;2013;12/10/2013;26,5;15,9;0
13;10;2013;13/10/2013;25,2;16,3;0
14;10;2013;14/10/2013;26,7;16,5;3
15;10;2013;15/10/2013;21,6;15;0,3
16;10;2013;16/10/2013;27,2;11,3;0
17;10;2013;17/10/2013;25,3;15;0
18;10;2013;18/10/2013;28,2;13,5;0
19;10;2013;19/10/2013;32,3;15;0
20;10;2013;20/10/2013;35,6;16,5;0
21;10;2013;21/10/2013;27,7;17,9;0
22;10;2013;22/10/2013;27,9;9,9;0
23;10;2013;23/10/2013;34,2;13,4;0
24;10;2013;24/10/2013;26,9;13,2;5
25;10;2013;25/10/2013;21,2;11,6;0
26;10;2013;26/10/2013;28;14,2;0
27;10;2013;27/10/2013;25,6;18,1;0
28;10;2013;28/10/2013;24,4;16,6;0
29;10;2013;29/10/2013;32;13,6;0
30;10;2013;30/10/2013;34;19,1;0
31;10;2013;31/10/2013;34,4;15,8;72
1;11;2013;1/11/2013;30;15,8;21,9
2;11;2013;2/11/2013;18,4;13;0,3
3;11;2013;3/11/2013;26;10,9;0
4;11;2013;4/11/2013;27,2;15,4;0
5;11;2013;5/11/2013;28,4;12,7;0
6;11;2013;6/11/2013;29,4;13,5;0
7;11;2013;7/11/2013;30,8;14,8;0
8;11;2013;8/11/2013;32,8;16,1;0
9;11;2013;9/11/2013;34,9;16,8;0
10;11;2013;10/11/2013;29,6;17,6;0
11;11;2013;11/11/2013;23,3;12;0
12;11;2013;12/11/2013;28,9;11,6;0
13;11;2013;13/11/2013;29,9;13,8;0
14;11;2013;14/11/2013;33,7;16;0
15;11;2013;15/11/2013;35,3;19,2;0
16;11;2013;16/11/2013;25,2;16,8;0
17;11;2013;17/11/2013;28,3;12,5;0
18;11;2013;18/11/2013;31,6;13,6;0
19;11;2013;19/11/2013;24;14,9;0,5
20;11;2013;20/11/2013;27,4;15,2;6
21;11;2013;21/11/2013;29,3;14,5;0
22;11;2013;22/11/2013;28,9;15,8;0
23;11;2013;23/11/2013;30,5;15,2;0
24;11;2013;24/11/2013;33;15,8;0
25;11;2013;25/11/2013;33;18;3
26;11;2013;26/11/2013;25,3;17,5;2
27;11;2013;27/11/2013;23;16,5;6
28;11;2013;28/11/2013;23,4;16,6;5,5
29;11;2013;29/11/2013;22,8;15,1;7,5
30;11;2013;30/11/2013;23,9;14,2;0
1;12;2013;1/12/2013;30;15,1;0
2;12;2013;2/12/2013;34,5;18,8;0
3;12;2013;3/12/2013;32,2;19,9;4,1
4;12;2013;4/12/2013;31,8;17;0
5;12;2013;5/12/2013;34,9;19,8;2
6;12;2013;6/12/2013;29,3;18,7;0
7;12;2013;7/12/2013;28,7;18,6;11
8;12;2013;8/12/2013;31;18,4;0
9;12;2013;9/12/2013;29,9;19;17,5
10;12;2013;10/12/2013;21,3;17,2;3
11;12;2013;11/12/2013;23,9;16,4;0
12;12;2013;12/12/2013;23,2;14,5;12,5
13;12;2013;13/12/2013;27,3;17,1;0,5
14;12;2013;14/12/2013;28,5;16,2;28,5
15;12;2013;15/12/2013;26,4;17,2;10,5
16;12;2013;16/12/2013;26,4;18,8;10
17;12;2013;17/12/2013;28,9;19,3;30,5
18;12;2013;18/12/2013;26;18;2,4
19;12;2013;19/12/2013;29,2;17,6;4
20;12;2013;20/12/2013;26,2;18,5;0
21;12;2013;21/12/2013;29,3;16,5;0
22;12;2013;22/12/2013;30;19,4;13,5
23;12;2013;23/12/2013;30,7;17,6;0,5
24;12;2013;24/12/2013;31,7;17,8;0
25;12;2013;25/12/2013;33,2;17,9;0
26;12;2013;26/12/2013;32,7;17,3;0
27;12;2013;27/12/2013;33,3;19;0
28;12;2013;28/12/2013;34;18,6;0
29;12;2013;29/12/2013;34,4;19,9;0
30;12;2013;30/12/2013;35;19,7;0
31;12;2013;31/12/2013;35,2;19,6;39,4
1;1;2014;1/1/2014;31,5;19,6;0
2;1;2014;2/1/2014;32,1;20,3;45
3;1;2014;3/1/2014;26,6;11,6;14,5
4;1;2014;4/1/2014;25,2;11,6;0
5;1;2014;5/1/2014;27,4;14,2;0
6;1;2014;6/1/2014;29,3;15,5;0
7;1;2014;7/1/2014;31,7;18,5;0
8;1;2014;8/1/2014;26,7;18,2;8
9;1;2014;9/1/2014;30,7;14,5;0
10;1;2014;10/1/2014;31,7;16,4;0
11;1;2014;11/1/2014;28;17,6;11,1
12;1;2014;12/1/2014;23,7;16;0
13;1;2014;13/1/2014;26,2;16;0
14;1;2014;14/1/2014;29,2;15,7;18,5
15;1;2014;15/1/2014;30,2;14,5;0
16;1;2014;16/1/2014;29,2;16,4;0
17;1;2014;17/1/2014;31;17;0
18;1;2014;18/1/2014;31;17,4;0
19;1;2014;19/1/2014;29,3;18,5;0
20;1;2014;20/1/2014;32;18,7;0
21;1;2014;21/1/2014;32,7;19,8;0
22;1;2014;22/1/2014;33,3;20,4;0
23;1;2014;23/1/2014;34,2;21;0
24;1;2014;24/1/2014;31;15,8;65,5
25;1;2014;25/1/2014;16;11;4,1
26;1;2014;26/1/2014;22,2;12,5;2,5
27;1;2014;27/1/2014;21;15,7;0,9
28;1;2014;28/1/2014;25,4;17,5;69
29;1;2014;29/1/2014;19,6;15,3;8,1
30;1;2014;30/1/2014;23,2;15,4;1,3
31;1;2014;31/1/2014;28,3;16,1;0
1;2;2014;1/2/2014;30,4;17,2;0
2;2;2014;2/2/2014;31;18,8;0
3;2;2014;3/2/2014;30,8;18,7;21,5
4;2;2014;4/2/2014;30,2;17,3;0
5;2;2014;5/2/2014;29,6;18,1;0
6;2;2014;6/2/2014;29,3;18,8;7,5
7;2;2014;7/2/2014;26,7;17,7;0
8;2;2014;8/2/2014;27,5;16,9;0
9;2;2014;9/2/2014;29,2;17,9;61
10;2;2014;10/2/2014;26,2;17,3;0
11;2;2014;11/2/2014;26,9;17,5;0
12;2;2014;12/2/2014;28,3;17,2;2,5
13;2;2014;13/2/2014;26,3;15,3;5
14;2;2014;14/2/2014;24;15,6;2,2
15;2;2014;15/2/2014;23,3;15,5;0
16;2;2014;16/2/2014;21,6;16,5;1,5
17;2;2014;17/2/2014;24,3;15,7;1,5
18;2;2014;18/2/2014;24,3;15,7;12,5
19;2;2014;19/2/2014;25;16,7;0,5
20;2;2014;20/2/2014;27;17;12
21;2;2014;21/2/2014;25,3;18,4;0
22;2;2014;22/2/2014;24,7;18,5;15
23;2;2014;23/2/2014;23,9;18;0,5
24;2;2014;24/2/2014;28;19,1;0
25;2;2014;25/2/2014;23;15;11
26;2;2014;26/2/2014;19,3;13;3
27;2;2014;27/2/2014;22,3;13,5;0
28;2;2014;28/2/2014;22,3;13,4;0
1;3;2014;1/3/2014;22,3;14,6;0
2;3;2014;2/3/2014;19;15;9,5
3;3;2014;3/3/2014;22,6;12;0
4;3;2014;4/3/2014;24;14,6;0
5;3;2014;5/3/2014;28,9;11,1;0
6;3;2014;6/3/2014;26,9;13,1;0
7;3;2014;7/3/2014;26,3;15,6;0
8;3;2014;8/3/2014;25,3;17;0
9;3;2014;9/3/2014;27,7;15,2;6
10;3;2014;10/3/2014;23;16,5;1
11;3;2014;11/3/2014;20,9;14,7;1
12;3;2014;12/3/2014;23,3;13;0,6
13;3;2014;13/3/2014;24,3;16,3;0
14;3;2014;14/3/2014;26,8;16,2;0
15;3;2014;15/3/2014;24,2;16,7;0
16;3;2014;16/3/2014;26,4;13;0
17;3;2014;17/3/2014;27,5;13;0
18;3;2014;18/3/2014;22,8;15;3
19;3;2014;19/3/2014;16;11,5;1
20;3;2014;20/3/2014;23,3;9,4;0
21;3;2014;21/3/2014;26,9;10;17,5
22;3;2014;22/3/2014;19,8;11,5;0
23;3;2014;23/3/2014;21,7;11;0
24;3;2014;24/3/2014;22,9;10,7;0
25;3;2014;25/3/2014;22,9;15;12,5
26;3;2014;26/3/2014;16,8;14,6;2
27;3;2014;27/3/2014;20,3;11,4;0
28;3;2014;28/3/2014;22,4;15,2;0,1
29;3;2014;29/3/2014;25;15,8;0
30;3;2014;30/3/2014;28,9;11,7;0
31;3;2014;31/3/2014;26,2;14,5;0
1;4;2014;1/4/2014;26,3;16,6;0
2;4;2014;2/4/2014;25;16,6;0
3;4;2014;3/4/2014;25,4;16,8;0
4;4;2014;4/4/2014;28,3;18,6;0
5;4;2014;5/4/2014;28,8;17,5;0
6;4;2014;6/4/2014;27,6;19;0,5
7;4;2014;7/4/2014;28,6;18,5;0
8;4;2014;8/4/2014;28,4;15,5;0
9;4;2014;9/4/2014;22,1;16,6;0,5
10;4;2014;10/4/2014;23,2;15;9,5
11;4;2014;11/4/2014;18;12,2;0
12;4;2014;12/4/2014;24;11,8;15,5
13;4;2014;13/4/2014;15,8;7,2;0,5
14;4;2014;14/4/2014;15,1;5,9;0
15;4;2014;15/4/2014;20,8;6;0
16;4;2014;16/4/2014;23,3;7,6;0
17;4;2014;17/4/2014;24,6;10;3
18;4;2014;18/4/2014;19;13,7;0,5
19;4;2014;19/4/2014;22,3;13,2;0
20;4;2014;20/4/2014;22,4;14,8;0
21;4;2014;21/4/2014;22,8;14,6;2,5
22;4;2014;22/4/2014;19,4;14,8;11,5
23;4;2014;23/4/2014;19,5;14,6;0
24;4;2014;24/4/2014;21,2;11,4;0
25;4;2014;25/4/2014;19,3;14,8;0
26;4;2014;26/4/2014;18,6;10,2;0
27;4;2014;27/4/2014;23,1;9;0
28;4;2014;28/4/2014;23;11,8;0
29;4;2014;29/4/2014;22,3;13,6;0,5
30;4;2014;30/4/2014;21,5;14,2;0
1;5;2014;1/5/2014;21,4;8,1;0
2;5;2014;2/5/2014;23,5;11;0
3;5;2014;3/5/2014;23,1;13,2;0
4;5;2014;4/5/2014;26,2;10;0
5;5;2014;5/5/2014;21,3;14,3;0
6;5;2014;6/5/2014;24,9;11,7;0
7;5;2014;7/5/2014;23,2;11,4;0
8;5;2014;8/5/2014;24,9;11,7;0
9;5;2014;9/5/2014;20,8;13,8;0,6
10;5;2014;10/5/2014;22,4;15,2;32
11;5;2014;11/5/2014;17,7;14,2;2,7
12;5;2014;12/5/2014;16,7;13;0
13;5;2014;13/5/2014;21,4;10,9;0
14;5;2014;14/5/2014;19,7;11,2;0
15;5;2014;15/5/2014;22,7;9;0
16;5;2014;16/5/2014;22;10,8;0
17;5;2014;17/5/2014;21,5;8,9;0
18;5;2014;18/5/2014;21,4;12,5;0
19;5;2014;19/5/2014;22,9;10,7;0
20;5;2014;20/5/2014;23,4;13,5;0
21;5;2014;21/5/2014;24,4;10,8;0,3
22;5;2014;22/5/2014;16,8;6,7;4
23;5;2014;23/5/2014;9,6;4,1;0
24;5;2014;24/5/2014;9,4;5;0
25;5;2014;25/5/2014;18,6;4,5;0
26;5;2014;26/5/2014;18,6;3,5;0
27;5;2014;27/5/2014;17,4;4,3;0
28;5;2014;28/5/2014;16,4;9;0
29;5;2014;29/5/2014;20,4;10,3;0
30;5;2014;30/5/2014;24,4;8,5;0
31;5;2014;31/5/2014;17;8,9;0
1;6;2014;1/6/2014;18;11,8;0
2;6;2014;2/6/2014;17,7;11;0
3;6;2014;3/6/2014;20,2;10,4;0
4;6;2014;4/6/2014;27,4;6,6;0
5;6;2014;5/6/2014;16,4;9,4;0
6;6;2014;6/6/2014;12,6;9,5;0
7;6;2014;7/6/2014;19;9,6;0
8;6;2014;8/6/2014;16,1;7,6;0
9;6;2014;9/6/2014;19,3;5,8;0
10;6;2014;10/6/2014;17,4;7,2;0
11;6;2014;11/6/2014;20,3;6,3;0
12;6;2014;12/6/2014;27,4;10,4;0
13;6;2014;13/6/2014;12,4;9,5;0
14;6;2014;14/6/2014;19,2;7,2;0
15;6;2014;15/6/2014;19,4;3;0
16;6;2014;16/6/2014;19,4;3,5;0
17;6;2014;17/6/2014;16,2;10,9;0
18;6;2014;18/6/2014;12,6;9,6;2,5
19;6;2014;19/6/2014;9,6;7,7;0,6
20;6;2014;20/6/2014;14,3;7,5;0,3
21;6;2014;21/6/2014;16,3;8,8;0
22;6;2014;22/6/2014;24,3;5,5;0
23;6;2014;23/6/2014;19,4;6,4;0
24;6;2014;24/6/2014;16,9;12,8;0
25;6;2014;25/6/2014;15,3;10,9;0,5
26;6;2014;26/6/2014;13,3;7,8;8,5
27;6;2014;27/6/2014;9;5,7;10,5
28;6;2014;28/6/2014;14,6;1,1;0
29;6;2014;29/6/2014;16,6;0,1;0
30;6;2014;30/6/2014;16,5;0,5;0
1;7;2014;1/7/2014;18,8;2,9;0
2;7;2014;2/7/2014;21,8;4,6;0
3;7;2014;3/7/2014;16,4;4,4;0
4;7;2014;4/7/2014;18,3;9,7;0
5;7;2014;5/7/2014;14,3;9,5;0,3
6;7;2014;6/7/2014;9,5;4,1;1,5
7;7;2014;7/7/2014;17,3;0,6;0
8;7;2014;8/7/2014;17;1,2;0
9;7;2014;9/7/2014;17,4;2,9;0
10;7;2014;10/7/2014;17;2,8;0
11;7;2014;11/7/2014;16,4;4,6;0
12;7;2014;12/7/2014;20;4,5;0
13;7;2014;13/7/2014;22;10,6;0
14;7;2014;14/7/2014;24,3;8,2;0
15;7;2014;15/7/2014;31,2;9;0
16;7;2014;16/7/2014;22,2;10;0
17;7;2014;17/7/2014;23;10,1;0
18;7;2014;18/7/2014;17,6;9,9;0
19;7;2014;19/7/2014;18,4;4,6;0
20;7;2014;20/7/2014;20;3,9;0
21;7;2014;21/7/2014;26,7;5,3;0
22;7;2014;22/7/2014;22,3;7,7;0,6
23;7;2014;23/7/2014;14,7;4,6;0,8
24;7;2014;24/7/2014;15,5;2,3;0
25;7;2014;25/7/2014;13,2;-1,6;0
26;7;2014;26/7/2014;14,6;0,1;0
27;7;2014;27/7/2014;14,1;0;0
28;7;2014;28/7/2014;17,8;0,5;0
29;7;2014;29/7/2014;23,3;2,7;0
30;7;2014;30/7/2014;25;6,3;0
31;7;2014;31/7/2014;27;7,8;0
1;8;2014;1/8/2014;28,8;10,9;0
2;8;2014;2/8/2014;29,4;9,5;0
3;8;2014;3/8/2014;34,7;9,8;0
4;8;2014;4/8/2014;19,3;9;2,5
5;8;2014;5/8/2014;21,2;8,8;0
6;8;2014;6/8/2014;29,2;6,3;0
7;8;2014;7/8/2014;17;9,2;0
8;8;2014;8/8/2014;16,8;8,1;0
9;8;2014;9/8/2014;19,9;5,7;0
10;8;2014;10/8/2014;29,4;5,3;0
11;8;2014;11/8/2014;23,7;7,4;0
12;8;2014;12/8/2014;19,3;9,3;1,5
13;8;2014;13/8/2014;11,3;6;0
14;8;2014;14/8/2014;17,4;1,6;0
15;8;2014;15/8/2014;22,9;3,3;0
16;8;2014;16/8/2014;25,3;5,6;0
17;8;2014;17/8/2014;26;9,3;0
18;8;2014;18/8/2014;27,7;9,2;0
19;8;2014;19/8/2014;27,7;9;0
20;8;2014;20/8/2014;28,3;11,6;0
21;8;2014;21/8/2014;29,7;12,6;0
22;8;2014;22/8/2014;31,3;12;0
23;8;2014;23/8/2014;35,2;13,5;0
24;8;2014;24/8/2014;35,8;14,5;0
25;8;2014;25/8/2014;15,2;9,8;0
26;8;2014;26/8/2014;18;8,3;0
27;8;2014;27/8/2014;18,9;5,7;0
28;8;2014;28/8/2014;19,8;4,8;0
29;8;2014;29/8/2014;24,2;5,3;0
30;8;2014;30/8/2014;27,3;8,8;0
31;8;2014;31/8/2014;28,7;11,3;0
1;9;2014;1/9/2014;29;12;0
2;9;2014;2/9/2014;31,1;12;0
3;9;2014;3/9/2014;30,3;17,4;0,5
4;9;2014;4/9/2014;30,3;17;0
5;9;2014;5/9/2014;32,3;14;0
6;9;2014;6/9/2014;26,3;16,5;0
7;9;2014;7/9/2014;25,8;14,4;0
8;9;2014;8/9/2014;26,9;9,6;0
9;9;2014;9/9/2014;34,4;13;0
10;9;2014;10/9/2014;22,6;10,5;0
11;9;2014;11/9/2014;17,3;9,2;0
12;9;2014;12/9/2014;21,3;4;0
13;9;2014;13/9/2014;22,5;9;0
14;9;2014;14/9/2014;16,4;6,6;0
15;9;2014;15/9/2014;24,8;11,1;0
16;9;2014;16/9/2014;24,3;8,6;0
17;9;2014;17/9/2014;25,2;9,2;0
18;9;2014;18/9/2014;26,4;11;0
19;9;2014;19/9/2014;25;13;0
20;9;2014;20/9/2014;26,5;15,1;0
21;9;2014;21/9/2014;25;9,9;0
22;9;2014;22/9/2014;27,4;10,1;0
23;9;2014;23/9/2014;30,4;12,6;0
24;9;2014;24/9/2014;26,9;11;0
25;9;2014;25/9/2014;30,4;8,5;0
26;9;2014;26/9/2014;22,7;12,6;0
27;9;2014;27/9/2014;16,4;11,3;0
28;9;2014;28/9/2014;26;7,8;0
29;9;2014;29/9/2014;27,5;9,9;0
30;9;2014;30/9/2014;28,8;13,2;0
1;10;2014;1/10/2014;21,8;14,5;0,5
2;10;2014;2/10/2014;19,3;16;0
3;10;2014;3/10/2014;25,5;15,1;0,7
4;10;2014;4/10/2014;32;14,6;0
5;10;2014;5/10/2014;28,7;16;0
6;10;2014;6/10/2014;25,3;15,4;0
7;10;2014;7/10/2014;28;12,7;0
8;10;2014;8/10/2014;32,3;13,8;0
9;10;2014;9/10/2014;36,3;18,4;5
10;10;2014;10/10/2014;28,6;9,3;2,5
11;10;2014;11/10/2014;20;9,1;0
12;10;2014;12/10/2014;24,9;13,2;0
13;10;2014;13/10/2014;27,5;12,4;0
14;10;2014;14/10/2014;30,9;14;0
15;10;2014;15/10/2014;33,4;18,3;0
16;10;2014;16/10/2014;38,4;18,5;8,5
17;10;2014;17/10/2014;32,5;17,7;2,5
18;10;2014;18/10/2014;32,3;18,4;0
19;10;2014;19/10/2014;25,3;17,1;5
20;10;2014;20/10/2014;17,9;14,1;0
21;10;2014;21/10/2014;27,5;12;0
22;10;2014;22/10/2014;28,8;16,6;9,5
23;10;2014;23/10/2014;29,4;16,2;0,5
24;10;2014;24/10/2014;29,4;15,2;0
25;10;2014;25/10/2014;32,3;16,6;0
26;10;2014;26/10/2014;34,3;17,2;0
27;10;2014;27/10/2014;35,3;15,7;0
28;10;2014;28/10/2014;34,5;17,7;0
29;10;2014;29/10/2014;37,2;17,1;0
30;10;2014;30/10/2014;28,3;18,7;0
31;10;2014;31/10/2014;31,5;18,4;0
1;11;2014;1/11/2014;25,3;15,9;7,5
2;11;2014;2/11/2014;23,9;15,2;2
3;11;2014;3/11/2014;24,3;14,7;6
4;11;2014;4/11/2014;17,3;11,1;3
5;11;2014;5/11/2014;25,4;9,1;0
6;11;2014;6/11/2014;30,4;11,9;0
7;11;2014;7/11/2014;30,7;16,4;0
8;11;2014;8/11/2014;30,4;18,7;0
9;11;2014;9/11/2014;32,1;15,7;0
10;11;2014;10/11/2014;32,7;16,3;0
11;11;2014;11/11/2014;28,8;17,8;0
12;11;2014;12/11/2014;26,9;13,3;7,5
13;11;2014;13/11/2014;15,2;11,6;4
14;11;2014;14/11/2014;25,9;8,2;0
15;11;2014;15/11/2014;30;12;0
16;11;2014;16/11/2014;30,7;13,4;0
17;11;2014;17/11/2014;28,8;13,3;0,5
18;11;2014;18/11/2014;30,7;14,7;0
19;11;2014;19/11/2014;35,9;14,2;0
20;11;2014;20/11/2014;27,3;17,4;2
21;11;2014;21/11/2014;23,4;15,8;3
22;11;2014;22/11/2014;18,1;14,8;2,5
23;11;2014;23/11/2014;25,7;12,1;0
24;11;2014;24/11/2014;33,5;13,5;2
25;11;2014;25/11/2014;27,3;17,1;9,5
26;11;2014;26/11/2014;24,5;16,8;27,5
27;11;2014;27/11/2014;25,3;15,9;9,5
28;11;2014;28/11/2014;28,3;14,4;0
29;11;2014;29/11/2014;33;16,5;0
30;11;2014;30/11/2014;26,2;12,8;0,8
1;12;2014;1/12/2014;17,5;11,2;0
2;12;2014;2/12/2014;23;12,4;0
3;12;2014;3/12/2014;31;10,2;0
4;12;2014;4/12/2014;31,4;12,2;0
5;12;2014;5/12/2014;32,1;13,1;0
6;12;2014;6/12/2014;33,7;15,2;0
7;12;2014;7/12/2014;34,3;18,1;0
8;12;2014;8/12/2014;26,2;19,9;0
9;12;2014;9/12/2014;30,8;19;0
10;12;2014;10/12/2014;30,4;16;44
11;12;2014;11/12/2014;22,9;15,3;2
12;12;2014;12/12/2014;24,4;17;0
13;12;2014;13/12/2014;26,7;18,3;35
14;12;2014;14/12/2014;21,2;17,3;4,5
15;12;2014;15/12/2014;21,5;17,9;0
16;12;2014;16/12/2014;24,4;16,7;7,5
17;12;2014;17/12/2014;19,4;16,7;2,5
18;12;2014;18/12/2014;22,4;16,9;0,5
19;12;2014;19/12/2014;28,4;15,3;0
20;12;2014;20/12/2014;31,3;16,5;0
21;12;2014;21/12/2014;25,8;15,6;5
22;12;2014;22/12/2014;15,8;11,5;7,5
23;12;2014;23/12/2014;21;10,8;0
24;12;2014;24/12/2014;26;14,3;0
25;12;2014;25/12/2014;29,3;15,2;0
26;12;2014;26/12/2014;31,1;16,9;0
27;12;2014;27/12/2014;29,4;19,6;1,1
28;12;2014;28/12/2014;29,3;19;65
29;12;2014;29/12/2014;29,4;17,3;0
30;12;2014;30/12/2014;31,4;17,2;15,5
31;12;2014;31/12/2014;29,5;15,6;0
1;1;2015;1/1/2015;32,2;17,7;0,3
2;1;2015;2/1/2015;20,8;12,6;0
3;1;2015;3/1/2015;24;14,5;0
4;1;2015;4/1/2015;27,9;13,9;0
5;1;2015;5/1/2015;29,3;16,1;0
6;1;2015;6/1/2015;30,1;19,3;0
7;1;2015;7/1/2015;28,9;19,5;2,5
8;1;2015;8/1/2015;29,1;18,1;0
9;1;2015;9/1/2015;29,9;20,7;0
10;1;2015;10/1/2015;33,6;19,7;0
11;1;2015;11/1/2015;28,5;18,1;12
12;1;2015;12/1/2015;28,1;17,9;0,3
13;1;2015;13/1/2015;30,3;17,6;0
14;1;2015;14/1/2015;29,7;17,2;49
15;1;2015;15/1/2015;27;16,4;0,5
16;1;2015;16/1/2015;27,1;17,6;0
17;1;2015;17/1/2015;26,5;17,8;32,5
18;1;2015;18/1/2015;26,7;17,4;0
19;1;2015;19/1/2015;28,3;19;0
20;1;2015;20/1/2015;23,7;16,6;48,5
21;1;2015;21/1/2015;24,4;15,6;0
22;1;2015;22/1/2015;25,5;17;0
23;1;2015;23/1/2015;26;19;0
24;1;2015;24/1/2015;30;18,6;26,3
25;1;2015;25/1/2015;30,9;14,8;0
26;1;2015;26/1/2015;31,4;16,6;0
27;1;2015;27/1/2015;30,9;18,6;0
